pathway,pval,padj,log2err,ES,NES,size,timepoint,celltype,sample,info
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,4.41e-21,2.36e-18,1.186651,-0.9627156,-2.08243,117,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,3.74e-25,4.67e-22,1.3030932,-0.8758054,-2.135393,340,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,1.06e-21,6.1e-19,1.2039752,-0.7994291,-2.047201,560,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_GLOMERULUS_MORPHOGENESIS,0.000336,0.0197,0.4984931,0.9928152,1.440655,7,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,0.000804,0.0387,0.4772708,0.5845567,1.451617,333,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_HEART_DEVELOPMENT,0.000183,0.0122,0.5188481,0.5793633,1.489028,492,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,0.000537,0.0284,0.4772708,0.7239817,1.601037,117,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_MATURATION_OF_SSU_RRNA,0.000738,0.0367,0.4772708,-0.8627536,-1.65764,50,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_MRNA_METABOLIC_PROCESS,4.09e-28,1.18e-24,1.372743,-0.7779922,-2.052967,827,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_MUSCLE_CELL_DEVELOPMENT,0.000547,0.0285,0.4772708,0.7024079,1.59481,145,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NCRNA_METABOLIC_PROCESS,8.71e-07,0.000116,0.6594444,-0.6633588,-1.668218,453,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NCRNA_PROCESSING,3.01e-07,4.51e-05,0.6749629,-0.6932993,-1.708211,378,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,1.32e-22,8.28e-20,1.2295041,-0.714699,-1.916437,1079,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,0.00041,0.0233,0.4984931,-0.988812,-1.503386,9,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NEPHRON_DEVELOPMENT,0.000338,0.0197,0.4984931,0.7277708,1.617471,124,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,0.000701,0.0351,0.4772708,0.7529469,1.617296,93,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,5.48e-20,2.74e-17,1.1512205,-0.9066021,-2.107477,206,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY,1.75e-23,1.19e-20,1.2545135,-0.9643222,-2.099029,120,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,1.18e-24,1.23e-21,1.2871037,-0.802318,-2.072808,620,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_OXIDATIVE_PHOSPHORYLATION,1.95e-12,7.29e-10,0.8986712,-0.89251,-2.008803,140,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS,4.71e-28,1.18e-24,1.372743,-0.8161006,-2.102707,623,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_PEPTIDE_METABOLIC_PROCESS,3.26e-26,4.89e-23,1.3267161,-0.7848141,-2.057008,768,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,2.96e-07,4.48e-05,0.6749629,0.6726543,1.690898,384,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_POSITIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.000649,0.0332,0.4772708,0.9560052,1.536558,13,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,7.15e-07,9.84e-05,0.6594444,-0.638163,-1.64539,598,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,5.24e-19,2.25e-16,1.123915,-0.9372182,-2.093184,144,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE,3.25e-24,2.71e-21,1.279034,-0.7927308,-2.053148,644,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE,7.1e-20,3.44e-17,1.1512205,-0.7139748,-1.902401,977,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_PROTEIN_TARGETING,4.07e-25,4.69e-22,1.3030932,-0.8452462,-2.110432,426,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,1.23e-24,1.23e-21,1.2871037,-0.9328717,-2.167069,199,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_REGULATION_OF_GTPASE_ACTIVITY,5.88e-07,8.17e-05,0.6594444,0.6520964,1.664268,457,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.000192,0.0126,0.5188481,0.8200633,1.677718,63,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,7.94e-08,1.38e-05,0.7049757,-0.8628141,-1.867475,112,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,7.04e-14,2.71e-11,0.9545416,-0.7701801,-1.930466,434,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION,5.83e-08,1.07e-05,0.7195128,-0.794858,-1.84704,198,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY,0.000294,0.0176,0.4984931,-0.9399137,-1.64456,26,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS,2.65e-06,0.000305,0.6272567,-0.8853529,-1.791961,70,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,0.000397,0.0226,0.4984931,-0.9499503,-1.587698,19,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,1.98e-07,3.26e-05,0.6901325,-0.9034843,-1.843031,73,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBOSOME_ASSEMBLY,2.22e-06,0.000258,0.6272567,-0.9117217,-1.796284,59,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RIBOSOME_BIOGENESIS,1.99e-12,7.29e-10,0.8986712,-0.8049817,-1.943841,297,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RNA_CATABOLIC_PROCESS,2.8e-24,2.47e-21,1.279034,-0.84776,-2.111311,407,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_RRNA_METABOLIC_PROCESS,4.52e-10,1.23e-07,0.8140358,-0.8081366,-1.906264,232,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,0.000782,0.0381,0.4772708,0.6617255,1.546165,189,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.000932,0.0433,0.4772708,0.5517708,1.417445,491,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.00108,0.0478,0.4550599,0.6153984,1.465171,236,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.000293,0.0176,0.4984931,0.7773649,1.651113,84,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_TRANSLATIONAL_ELONGATION,0.000272,0.0166,0.4984931,-0.751432,-1.663894,132,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_TRANSLATIONAL_INITIATION,1.31e-26,2.46e-23,1.3344975,-0.9430695,-2.174176,189,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_VASOCONSTRICTION,0.000157,0.011,0.5188481,0.8060658,1.662411,68,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOBP_VIRAL_GENE_EXPRESSION,6.87e-24,4.91e-21,1.2627399,-0.9296988,-2.160374,198,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_ANCHORING_JUNCTION,3.1e-12,1.08e-09,0.8986712,-0.6707709,-1.766292,807,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_BLOOD_MICROPARTICLE,3.52e-05,0.00312,0.5573322,-0.7945752,-1.740584,124,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_CELL_SUBSTRATE_JUNCTION,1.1e-11,3.76e-09,0.8753251,-0.7551431,-1.88347,420,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_CYTOCHROME_COMPLEX,3.64e-05,0.00317,0.5573322,-0.9367701,-1.705701,31,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT,8.73e-19,3.64e-16,1.1146645,-0.9907022,-1.935148,54,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_CYTOSOLIC_RIBOSOME,6.55e-29,2.45e-25,1.3951871,-0.9844503,-2.109539,103,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT,1.86e-11,6.21e-09,0.8634154,-0.9748264,-1.859381,45,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX,2.09e-08,4.18e-06,0.733762,-0.8464783,-1.889874,138,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_LARGE_RIBOSOMAL_SUBUNIT,7.09e-15,2.8e-12,0.9969862,-0.9358144,-2.025476,112,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX,1.41e-09,3.65e-07,0.7881868,-0.7799101,-1.860895,260,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_NUCLEOLUS,1.34e-07,2.25e-05,0.6901325,-0.5898561,-1.564981,915,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_POLYSOMAL_RIBOSOME,2.12e-07,3.46e-05,0.6901325,-0.9696947,-1.765651,31,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_POLYSOME,2.35e-08,4.63e-06,0.733762,-0.923783,-1.847794,66,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_RESPIRASOME,1.98e-09,5.04e-07,0.774939,-0.8993249,-1.905749,97,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX,8.57e-09,1.81e-06,0.7477397,-0.9152826,-1.892289,82,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV,9.69e-05,0.0073,0.5384341,-0.9643484,-1.611762,19,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_RIBONUCLEOPROTEIN_COMPLEX,5.61e-32,2.8e-28,1.467524,-0.8252199,-2.143143,668,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_RIBOSOMAL_SUBUNIT,1.47e-25,2e-22,1.3110148,-0.9401835,-2.179836,183,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_RIBOSOME,5.4e-24,4.05e-21,1.270913,-0.9197913,-2.159843,219,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_SMALL_RIBOSOMAL_SUBUNIT,1.26e-10,3.63e-08,0.8266573,-0.9423519,-1.922317,73,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOCC_SYNAPTIC_MEMBRANE,0.000215,0.0137,0.5188481,0.6057788,1.518284,354,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_ADENYL_NUCLEOTIDE_BINDING,4.92e-05,0.00417,0.5573322,0.4885657,1.350434,1484,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_ANTIGEN_BINDING,5.42e-09,1.21e-06,0.7614608,-0.841322,-1.887103,145,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_GTPASE_ACTIVATOR_ACTIVITY,5.02e-07,7.16e-05,0.6594444,0.7155358,1.720985,262,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_KINASE_ACTIVITY,6.81e-09,1.5e-06,0.7614608,0.6320852,1.670157,707,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.00101,0.0455,0.4550599,0.5759941,1.456883,409,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_MRNA_5_UTR_BINDING,0.000882,0.0416,0.4772708,-0.9273154,-1.609969,25,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_MRNA_BINDING,1e-06,0.00013,0.6435518,-0.7197377,-1.73196,279,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,2.75e-06,0.000315,0.6272567,0.6268483,1.61304,494,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_PROTEIN_KINASE_ACTIVITY,8.22e-09,1.76e-06,0.7477397,0.6534145,1.698266,550,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY,3.96e-06,0.00044,0.6105269,0.6950051,1.652436,242,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,1.31e-06,0.000164,0.6435518,0.650559,1.653845,421,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_RRNA_BINDING,2.64e-07,4.12e-05,0.6749629,-0.9226071,-1.834772,63,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,2.35e-23,1.53e-20,1.2545135,-0.9464381,-2.142482,158,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_STRUCTURAL_MOLECULE_ACTIVITY,5.37e-35,4.02e-31,1.536459,-0.8470519,-2.181373,610,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,1.52e-08,3.08e-06,0.733762,0.5965369,1.594635,848,Immediately Post-flight,CD16_Mono,Inspiration4,C5
GOMF_TRANSLATION_REGULATOR_ACTIVITY,2.17e-05,0.00204,0.5756103,-0.7863201,-1.741025,131,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_FLUID_REGULATION,8.47e-06,0.000867,0.5933255,-0.6105137,-1.557217,542,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_NEUTROPHILS,0.000359,0.0209,0.4984931,-0.6618334,-1.575023,248,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_HAND,9.3e-07,0.000122,0.6594444,-0.8662007,-1.79283,86,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS,2.17e-06,0.000254,0.6272567,-0.7631696,-1.770323,195,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_NASAL_ALAE,0.000204,0.0131,0.5188481,0.5576183,1.454013,594,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_THENAR_EMINENCE,2.55e-08,4.85e-06,0.733762,-0.9829331,-1.754361,28,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMALITY_OF_THE_URETHRA,0.000215,0.0137,0.5188481,-0.6254673,-1.525564,353,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_AORTIC_MORPHOLOGY,0.000627,0.0322,0.4772708,-0.6194897,-1.493788,305,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY,0.00015,0.0106,0.5188481,-0.5764038,-1.471381,528,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_ENZYME_COENZYME_ACTIVITY,3.52e-05,0.00312,0.5573322,-0.6218703,-1.563188,439,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL,2.39e-08,4.65e-06,0.733762,-0.9809571,-1.770504,29,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_ERYTHROCYTE_MORPHOLOGY,5.75e-05,0.00471,0.5573322,-0.5893064,-1.507421,558,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_HAND_MORPHOLOGY,0.00059,0.0305,0.4772708,-0.6071514,-1.484621,358,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_HEMOGLOBIN,4.05e-07,5.94e-05,0.6749629,-0.9304384,-1.799936,52,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_LARGE_INTESTINE_MORPHOLOGY,0.000856,0.0407,0.4772708,-0.661989,-1.561526,232,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_LOCALIZATION_OF_KIDNEY,2.01e-05,0.00192,0.5756103,-0.7698793,-1.743249,160,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME,1.23e-05,0.00122,0.5933255,-0.9169182,-1.770943,49,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY,0.000161,0.0111,0.5188481,-0.6516632,-1.573641,311,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS,7.88e-07,0.000106,0.6594444,-0.9549152,-1.748662,37,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_RETICULOCYTE_MORPHOLOGY,5.04e-09,1.16e-06,0.7614608,-0.9232954,-1.880659,72,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_SCAPULA_MORPHOLOGY,7.44e-08,1.31e-05,0.7049757,-0.8325325,-1.873754,141,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_SOFT_PALATE_MORPHOLOGY,1.6e-06,0.000197,0.6435518,-0.7578839,-1.755451,202,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY,0.000107,0.00793,0.5384341,-0.6196389,-1.542025,417,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_THUMB_MORPHOLOGY,0.000794,0.0383,0.4772708,-0.6197376,-1.505969,332,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY,0.000959,0.0441,0.4772708,-0.5788722,-1.427324,383,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ABSENT_THUMB,6.63e-08,1.2e-05,0.7049757,-0.9559071,-1.812425,44,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ACUTE_LEUKEMIA,0.000526,0.0279,0.4772708,-0.7712574,-1.652697,103,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ADENOCARCINOMA_OF_THE_INTESTINES,8.44e-08,1.45e-05,0.7049757,-0.9659925,-1.774361,35,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ADENOCARCINOMA_OF_THE_LARGE_INTESTINE,7.41e-10,1.98e-07,0.8012156,-0.9866293,-1.78846,30,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ANEMIA_OF_INADEQUATE_PRODUCTION,5.04e-06,0.000544,0.6105269,-0.7866537,-1.781232,160,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ANONYCHIA,0.00104,0.0463,0.4550599,0.802631,1.623142,59,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_FINGERS,0.000427,0.0239,0.4984931,-0.6297573,-1.521495,313,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_THE_EAR,2.95e-05,0.0027,0.5756103,-0.782247,-1.753135,139,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_APLASIA_HYPOPLASIA_OF_THE_THUMB,0.000104,0.00777,0.5384341,-0.782026,-1.712244,123,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_APLASIA_OF_THE_FINGERS,3.55e-08,6.57e-06,0.7195128,-0.9225144,-1.830714,64,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_CLEFT_LIP,1.13e-05,0.00114,0.5933255,-0.7548665,-1.740932,190,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_CLEFT_SOFT_PALATE,1.89e-06,0.000229,0.6435518,-0.7891885,-1.785442,157,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_COARCTATION_OF_AORTA,8.15e-05,0.0064,0.5384341,-0.784836,-1.679202,107,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_DELAYED_SPEECH_AND_LANGUAGE_DEVELOPMENT,0.00111,0.0488,0.4550599,0.5101717,1.358078,763,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_DEVELOPMENTAL_CATARACT,2.62e-07,4.12e-05,0.6749629,-0.8488115,-1.838801,116,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_DEVELOPMENTAL_GLAUCOMA,1.01e-06,0.00013,0.6435518,-0.9166532,-1.81235,60,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_DISPLACEMENT_OF_THE_URETHRAL_MEATUS,0.000119,0.00872,0.5384341,-0.6470241,-1.560706,302,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_DUPLICATION_OF_HAND_BONES,8.28e-06,0.000857,0.5933255,-0.7429342,-1.723814,200,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_DUPLICATION_OF_THUMB_PHALANX,2.33e-11,7.61e-09,0.8634154,-0.9710066,-1.878415,52,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ELEVATED_RED_CELL_ADENOSINE_DEAMINASE_LEVEL,9.49e-09,1.98e-06,0.7477397,-0.9921215,-1.699081,22,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_ERYTHROID_HYPOPLASIA,3.47e-06,0.000388,0.6272567,-0.9708224,-1.685505,25,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_GASTROINTESTINAL_CARCINOMA,2.22e-05,0.00207,0.5756103,-0.873128,-1.74242,65,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_HORSESHOE_KIDNEY,3.45e-09,8.34e-07,0.774939,-0.9168697,-1.890661,81,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_HYDROPS_FETALIS,2.36e-07,3.81e-05,0.6901325,-0.879153,-1.837758,92,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_HYPERACTIVITY,3.85e-05,0.00332,0.5573322,0.6134224,1.559437,421,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_INCREASED_BODY_WEIGHT,0.000178,0.0119,0.5188481,0.5875907,1.487528,415,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_INCREASED_HEAD_CIRCUMFERENCE,5.28e-05,0.00445,0.5573322,0.6014675,1.519394,407,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_INCREASED_MEAN_CORPUSCULAR_VOLUME,3.39e-06,0.000382,0.6272567,-0.94512,-1.75525,39,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_INTELLECTUAL_DISABILITY_MODERATE,0.000858,0.0407,0.4772708,0.6429821,1.519425,217,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_LETHARGY,8.15e-07,0.000109,0.6594444,-0.781456,-1.805064,185,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_MACROCYTIC_ANEMIA,1.31e-06,0.000164,0.6435518,-0.915293,-1.803321,59,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR,5.3e-09,1.2e-06,0.7614608,-0.9892744,-1.730926,26,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_MYELODYSPLASIA,2.17e-05,0.00204,0.5756103,-0.8241486,-1.761303,102,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_NEOPLASM_OF_THE_COLON,4.52e-06,0.000495,0.6105269,-0.8708798,-1.788671,78,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_NEOPLASM_OF_THE_GASTROINTESTINAL_TRACT,0.000958,0.0441,0.4772708,-0.6362104,-1.51409,255,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_NEOPLASM_OF_THE_LARGE_INTESTINE,0.000336,0.0197,0.4984931,-0.7806236,-1.669749,105,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_NEOPLASM_OF_THE_SKELETAL_SYSTEM,0.00017,0.0115,0.5188481,-0.8119211,-1.697219,92,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_NONIMMUNE_HYDROPS_FETALIS,9.3e-08,1.59e-05,0.7049757,-0.9590349,-1.785337,40,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_NORMOCHROMIC_ANEMIA,6.32e-06,0.000668,0.6105269,-0.9568328,-1.734448,30,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,3.31e-05,0.00301,0.5573322,-0.682655,-1.628557,266,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_OSTEOSARCOMA,8.5e-06,0.000867,0.5933255,-0.9497219,-1.745085,33,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_PALLOR,3.65e-05,0.00317,0.5573322,-0.7869076,-1.757426,137,Immediately Post-flight,CD16_Mono,Inspiration4,C5
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND,8.29e-11,2.54e-08,0.8390889,-0.9813484,-1.799744,38,Immediately Post-flight,CD16_Mono,Inspiration4,C5
